Plasmid	Genome ID	Accession	PATRIC ID	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	AA Length	Product	GO
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.27	PATRIC.573.39890.573.39890.con.0001.CDS.14020.14235.fwd	PATRIC	CDS	14020	14235	216	+	PLF_570_00026188	PGF_00181436	71	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.28	PATRIC.573.39890.573.39890.con.0001.CDS.14310.14750.fwd	PATRIC	CDS	14310	14750	441	+	PLF_570_00008622	PGF_00124633	146	Antirestriction protein klcA	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.29	PATRIC.573.39890.573.39890.con.0001.CDS.14794.15078.fwd	PATRIC	CDS	14794	15078	285	+	PLF_570_00008960	PGF_00364430	94	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.1	PATRIC.573.39890.573.39890.con.0001.CDS.151.711.fwd	PATRIC	CDS	151	711	561	+	PLF_570_00005907	PGF_06772210	186	resolvase family recombinase	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.30	PATRIC.573.39890.573.39890.con.0001.CDS.15233.15466.fwd	PATRIC	CDS	15233	15466	234	+	PLF_570_00012981	PGF_00378001	77	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.31	PATRIC.573.39890.573.39890.con.0001.CDS.15520.15840.fwd	PATRIC	CDS	15520	15840	321	+	PLF_570_00024750	PGF_10337631	106	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.32	PATRIC.573.39890.573.39890.con.0001.CDS.15942.16073.fwd	PATRIC	CDS	15942	16073	132	+	PLF_570_00054327		43	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.33	PATRIC.573.39890.573.39890.con.0001.CDS.16132.16551.rev	PATRIC	CDS	16132	16551	420	-	PLF_570_00012783	PGF_08225224	139	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.34	PATRIC.573.39890.573.39890.con.0001.CDS.16841.17152.fwd	PATRIC	CDS	16841	17152	312	+	PLF_570_00053275	PGF_01951652	103	"Nickel ABC transporter, periplasmic nickel- binding protein NikA (TC 3.A.1.5.3)"	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.35	PATRIC.573.39890.573.39890.con.0001.CDS.17155.19083.fwd	PATRIC	CDS	17155	19083	1929	+	PLF_570_00066981	PGF_00253070	642	Relaxase	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.36	PATRIC.573.39890.573.39890.con.0001.CDS.19363.21057.rev	PATRIC	CDS	19363	21057	1695	-	PLF_570_00087519	PGF_02961134	564	Sensor histidine kinase/response regulator	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.37	PATRIC.573.39890.573.39890.con.0001.CDS.21054.21548.rev	PATRIC	CDS	21054	21548	495	-	PLF_570_00025463	PGF_01954524	164	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.38	PATRIC.573.39890.573.39890.con.0001.CDS.21541.22470.rev	PATRIC	CDS	21541	22470	930	-	PLF_570_00012420	PGF_00013153	309	ADP-heptose:LPS heptosyltransferase	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.39	PATRIC.573.39890.573.39890.con.0001.CDS.22530.23372.rev	PATRIC	CDS	22530	23372	843	-	PLF_570_00024014	PGF_01953680	280	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.40	PATRIC.573.39890.573.39890.con.0001.CDS.23739.23876.fwd	PATRIC	CDS	23739	23876	138	+			45	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.41	PATRIC.573.39890.573.39890.con.0001.CDS.23982.24209.fwd	PATRIC	CDS	23982	24209	228	+			75	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.42	PATRIC.573.39890.573.39890.con.0001.CDS.24323.24928.fwd	PATRIC	CDS	24323	24928	606	+	PLF_570_00035360	PGF_04578836	201	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.43	PATRIC.573.39890.573.39890.con.0001.CDS.24941.25420.fwd	PATRIC	CDS	24941	25420	480	+	PLF_570_00036712	PGF_08225224	159	IncI1 plasmid conjugative transfer putative membrane protein PilT	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.44	PATRIC.573.39890.573.39890.con.0001.CDS.25443.25910.fwd	PATRIC	CDS	25443	25910	468	+	PLF_570_00065588	PGF_08225224	155	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.45	PATRIC.573.39890.573.39890.con.0001.CDS.25907.26725.fwd	PATRIC	CDS	25907	26725	819	+	PLF_570_00013722	PGF_00689121	272	IncI1 plasmid conjugative transfer protein TraI	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.46	PATRIC.573.39890.573.39890.con.0001.CDS.26703.27890.fwd	PATRIC	CDS	26703	27890	1188	+	PLF_570_00013531	PGF_08225224	395	Twitching motility protein PilT	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.47	PATRIC.573.39890.573.39890.con.0001.CDS.27887.28153.fwd	PATRIC	CDS	27887	28153	267	+	PLF_570_00014055	PGF_00365276	88	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.48	PATRIC.573.39890.573.39890.con.0001.CDS.28171.31656.fwd	PATRIC	CDS	28171	31656	3486	+	PLF_570_00014932	PGF_08225224	1161	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.49	PATRIC.573.39890.573.39890.con.0001.CDS.31690.32043.fwd	PATRIC	CDS	31690	32043	354	+	PLF_570_00024619	PGF_00382585	117	IncI1 plasmid conjugative transfer protein TraL	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.50	PATRIC.573.39890.573.39890.con.0001.CDS.32081.32785.fwd	PATRIC	CDS	32081	32785	705	+	PLF_570_00080158	PGF_10566677	234	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.51	PATRIC.573.39890.573.39890.con.0001.CDS.32796.33899.fwd	PATRIC	CDS	32796	33899	1104	+	PLF_570_00087029	PGF_08225224	367	IncI1 plasmid conjugative transfer protein TraN	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.52	PATRIC.573.39890.573.39890.con.0001.CDS.33903.35243.fwd	PATRIC	CDS	33903	35243	1341	+	PLF_570_00080974	PGF_00215800	446	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.53	PATRIC.573.39890.573.39890.con.0001.CDS.35250.35969.fwd	PATRIC	CDS	35250	35969	720	+	PLF_570_00018148	PGF_00172443	239	IncI1 plasmid conjugative transfer protein TraP	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.54	PATRIC.573.39890.573.39890.con.0001.CDS.35979.36512.fwd	PATRIC	CDS	35979	36512	534	+	PLF_570_00015421	PGF_00383156	177	IncI1 plasmid conjugative transfer protein TraQ	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.55	PATRIC.573.39890.573.39890.con.0001.CDS.36568.36969.fwd	PATRIC	CDS	36568	36969	402	+	PLF_570_00015420	PGF_00175489	133	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.3	PATRIC.573.39890.573.39890.con.0001.CDS.3678.3905.rev	PATRIC	CDS	3678	3905	228	-	PLF_570_00008637	PGF_08225224	75	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.56	PATRIC.573.39890.573.39890.con.0001.CDS.37013.37576.fwd	PATRIC	CDS	37013	37576	564	+	PLF_570_00036437	PGF_00372409	187	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.57	PATRIC.573.39890.573.39890.con.0001.CDS.37586.40633.fwd	PATRIC	CDS	37586	40633	3048	+	PLF_570_00014969	PGF_01642631	1015	IncI1 plasmid conjugative transfer protein TraU	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.4	PATRIC.573.39890.573.39890.con.0001.CDS.3898.4956.rev	PATRIC	CDS	3898	4956	1059	-	PLF_570_00018619	PGF_01951945	352	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.58	PATRIC.573.39890.573.39890.con.0001.CDS.40643.41839.fwd	PATRIC	CDS	40643	41839	1197	+	PLF_570_00014646	PGF_00013966	398	IncI1 plasmid conjugative transfer protein TraW	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.59	PATRIC.573.39890.573.39890.con.0001.CDS.41836.42417.fwd	PATRIC	CDS	41836	42417	582	+	PLF_570_00017253	PGF_00297039	193	IncI1 plasmid conjugative transfer protein TraX	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.60	PATRIC.573.39890.573.39890.con.0001.CDS.42459.44603.fwd	PATRIC	CDS	42459	44603	2145	+	PLF_570_00014642	PGF_00013952	714	IncI1 plasmid conjugative transfer integral membrane protein TraY	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.61	PATRIC.573.39890.573.39890.con.0001.CDS.44669.45292.fwd	PATRIC	CDS	44669	45292	624	+	PLF_570_00087565	PGF_00377423	207	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.62	PATRIC.573.39890.573.39890.con.0001.CDS.45394.46812.fwd	PATRIC	CDS	45394	46812	1419	+	PLF_570_00018150	PGF_08127201	472	TrbA	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.63	PATRIC.573.39890.573.39890.con.0001.CDS.46793.47914.fwd	PATRIC	CDS	46793	47914	1122	+	PLF_570_00030994	PGF_08225224	373	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.64	PATRIC.573.39890.573.39890.con.0001.CDS.47916.50108.fwd	PATRIC	CDS	47916	50108	2193	+	PLF_570_00013699	PGF_08225224	730	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.65	PATRIC.573.39890.573.39890.con.0001.CDS.50154.50687.fwd	PATRIC	CDS	50154	50687	534	+	PLF_570_00013999	PGF_08225224	177	Plasmid conjugative transfer endonuclease	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.66	PATRIC.573.39890.573.39890.con.0001.CDS.50699.50950.fwd	PATRIC	CDS	50699	50950	252	+	PLF_570_00013883	PGF_00262211	83	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.67	PATRIC.573.39890.573.39890.con.0001.CDS.51457.52152.fwd	PATRIC	CDS	51457	52152	696	+	PLF_570_00010169	PGF_00406090	231	putative RepA protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.5	PATRIC.573.39890.573.39890.con.0001.CDS.5180.5344.rev	PATRIC	CDS	5180	5344	165	-	PLF_570_00038265	PGF_05276748	54	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.68	PATRIC.573.39890.573.39890.con.0001.CDS.52488.52769.rev	PATRIC	CDS	52488	52769	282	-	PLF_570_00027760	PGF_10322252	93	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.69	PATRIC.573.39890.573.39890.con.0001.CDS.53059.53673.fwd	PATRIC	CDS	53059	53673	615	+	PLF_570_00005679	PGF_08225224	204	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.70	PATRIC.573.39890.573.39890.con.0001.CDS.53931.54191.fwd	PATRIC	CDS	53931	54191	261	+	PLF_570_00000145	PGF_05080544	86	Psp operon transcriptional activator	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.71	PATRIC.573.39890.573.39890.con.0001.CDS.54249.54929.fwd	PATRIC	CDS	54249	54929	681	+	PLF_570_00007765	PGF_03325896	226	Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.6	PATRIC.573.39890.573.39890.con.0001.CDS.5442.5567.fwd	PATRIC	CDS	5442	5567	126	+	PLF_570_00028176	PGF_05645349	41	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.72	PATRIC.573.39890.573.39890.con.0001.CDS.55186.55563.rev	PATRIC	CDS	55186	55563	378	-	PLF_570_00000003	PGF_06495825	125	IS1 protein InsB	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.73	PATRIC.573.39890.573.39890.con.0001.CDS.55608.55883.rev	PATRIC	CDS	55608	55883	276	-	PLF_570_00036753	PGF_03145724	91	IS1 protein InsA	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.7	PATRIC.573.39890.573.39890.con.0001.CDS.5587.5700.fwd	PATRIC	CDS	5587	5700	114	+			37	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.74	PATRIC.573.39890.573.39890.con.0001.CDS.56173.56406.fwd	PATRIC	CDS	56173	56406	234	+	PLF_570_00052660	PGF_04406231	77	"Error-prone, lesion bypass DNA polymerase V (UmuC)"	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.75	PATRIC.573.39890.573.39890.con.0001.CDS.56553.56834.rev	PATRIC	CDS	56553	56834	282	-	PLF_570_00007852	PGF_09104784	93	Antitoxin HigA	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.76	PATRIC.573.39890.573.39890.con.0001.CDS.56815.57144.rev	PATRIC	CDS	56815	57144	330	-	PLF_570_00008560	PGF_03449025	109	Toxin HigB	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.77	PATRIC.573.39890.573.39890.con.0001.CDS.57380.58021.fwd	PATRIC	CDS	57380	58021	642	+		PGF_01949946	213	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.8	PATRIC.573.39890.573.39890.con.0001.CDS.5741.5989.fwd	PATRIC	CDS	5741	5989	249	+	PLF_570_00008809	PGF_00190852	82	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.78	PATRIC.573.39890.573.39890.con.0001.CDS.58161.58445.rev	PATRIC	CDS	58161	58445	285	-	PLF_570_00015449	PGF_00882166	94	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.79	PATRIC.573.39890.573.39890.con.0001.CDS.58574.58774.rev	PATRIC	CDS	58574	58774	201	-	PLF_570_00005721	PGF_02752571	66	Transposase	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.80	PATRIC.573.39890.573.39890.con.0001.CDS.59142.60146.rev	PATRIC	CDS	59142	60146	1005	-	PLF_570_00000078	PGF_01000105	334	Mobile element protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.81	PATRIC.573.39890.573.39890.con.0001.CDS.60225.61979.rev	PATRIC	CDS	60225	61979	1755	-	PLF_570_00004661	PGF_01000105	584	Mobile element protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.9	PATRIC.573.39890.573.39890.con.0001.CDS.6074.6559.fwd	PATRIC	CDS	6074	6559	486	+	PLF_570_00009394	PGF_00181867	161	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.82	PATRIC.573.39890.573.39890.con.0001.CDS.62004.62708.fwd	PATRIC	CDS	62004	62708	705	+	PLF_570_00000004	PGF_01000105	234	Mobile element protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.83	PATRIC.573.39890.573.39890.con.0001.CDS.62827.63516.fwd	PATRIC	CDS	62827	63516	690	+	PLF_570_00000078	PGF_01000105	229	Mobile element protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.84	PATRIC.573.39890.573.39890.con.0001.CDS.63698.63874.rev	PATRIC	CDS	63698	63874	177	-	PLF_570_00036861	PGF_07214360	58	Integrase	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.85	PATRIC.573.39890.573.39890.con.0001.CDS.63873.64016.fwd	PATRIC	CDS	63873	64016	144	+	PLF_570_00009163	PGF_04450769	47	putative replication protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.86	PATRIC.573.39890.573.39890.con.0001.CDS.64204.65019.fwd	PATRIC	CDS	64204	65019	816	+	PLF_570_00005519	PGF_00423408	271	Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein	GO:0004156|dihydropteroate synthase activity
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.87	PATRIC.573.39890.573.39890.con.0001.CDS.65080.65883.fwd	PATRIC	CDS	65080	65883	804	+	PLF_570_00008165	PGF_06393555	267	Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I	GO:0050299|streptomycin 3''-kinase activity
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.88	PATRIC.573.39890.573.39890.con.0001.CDS.65883.66719.fwd	PATRIC	CDS	65883	66719	837	+	PLF_570_00005502	PGF_01082199	278	Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id	GO:0050300|aminoglycoside 6-kinase activity
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.10	PATRIC.573.39890.573.39890.con.0001.CDS.6626.7366.fwd	PATRIC	CDS	6626	7366	741	+	PLF_570_00000132	PGF_00047661	246	Resolvase	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.89	PATRIC.573.39890.573.39890.con.0001.CDS.66691.67230.rev	PATRIC	CDS	66691	67230	540	-	PLF_570_00009902	PGF_08225224	179	Mobile element protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.90	PATRIC.573.39890.573.39890.con.0001.CDS.67440.68300.rev	PATRIC	CDS	67440	68300	861	-	PLF_570_00005659	PGF_01031760	286	Class A beta-lactamase (EC 3.5.2.6) => TEM family	GO:0008800|beta-lactamase activity
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.91	PATRIC.573.39890.573.39890.con.0001.CDS.68483.69040.rev	PATRIC	CDS	68483	69040	558	-			185	"Phage integrase, site-specific serine recombinase"	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.92	PATRIC.573.39890.573.39890.con.0001.CDS.69169.69309.fwd	PATRIC	CDS	69169	69309	141	+	PLF_570_00129230	PGF_01000105	46	Mobile element protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.93	PATRIC.573.39890.573.39890.con.0001.CDS.69343.70047.rev	PATRIC	CDS	69343	70047	705	-	PLF_570_00000004	PGF_01000105	234	Mobile element protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.94	PATRIC.573.39890.573.39890.con.0001.CDS.70184.71044.fwd	PATRIC	CDS	70184	71044	861	+	PLF_570_00000134	PGF_01005412	286	Class A beta-lactamase (EC 3.5.2.6) => SHV family	GO:0008800|beta-lactamase activity
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.95	PATRIC.573.39890.573.39890.con.0001.CDS.71065.71826.rev	PATRIC	CDS	71065	71826	762	-	PLF_570_00000133	PGF_02798113	253	"L-threonate/D-erythronate transcriptional regulator, DeoR family"	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.2	PATRIC.573.39890.573.39890.con.0001.CDS.715.3681.fwd	PATRIC	CDS	715	3681	2967	+	PLF_570_00005721	PGF_02752571	988	Transposase	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.96	PATRIC.573.39890.573.39890.con.0001.CDS.72154.73731.rev	PATRIC	CDS	72154	73731	1578	-	PLF_570_00011041	PGF_06837078	525	Methyl-accepting chemotaxis sensor/transducer protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.11	PATRIC.573.39890.573.39890.con.0001.CDS.7425.7547.rev	PATRIC	CDS	7425	7547	123	-			40	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.12	PATRIC.573.39890.573.39890.con.0001.CDS.7607.8581.fwd	PATRIC	CDS	7607	8581	975	+	PLF_570_00036335	PGF_00410176	324	putative plasmid partition protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.13	PATRIC.573.39890.573.39890.con.0001.CDS.8584.9027.fwd	PATRIC	CDS	8584	9027	444	+	PLF_570_00010260	PGF_00139666	147	ParB	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.14	PATRIC.573.39890.573.39890.con.0001.CDS.9087.9203.fwd	PATRIC	CDS	9087	9203	117	+			38	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.15	PATRIC.573.39890.573.39890.con.0001.CDS.9208.9714.fwd	PATRIC	CDS	9208	9714	507	+			168	hypothetical protein	
pVA32-74	573.39890	573.39890.con.0001	fig|573.39890.peg.16	PATRIC.573.39890.573.39890.con.0001.CDS.9707.10186.fwd	PATRIC	CDS	9707	10186	480	+	PLF_570_00080583	PGF_08035382	159	hypothetical protein	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.1	PATRIC.573.39891.573.39891.con.0001.CDS.1.1020.fwd	PATRIC	CDS	1	1020	1020	+	PLF_570_00006024	PGF_00047574	339	Replication initiation protein	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.129	PATRIC.573.39891.573.39891.con.0001.CDS.100078.100671.fwd	PATRIC	CDS	100078	100671	594	+	PLF_570_00003622	PGF_00013862	197	IncF plasmid conjugative transfer fertility inhibition protein FinO	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.130	PATRIC.573.39891.573.39891.con.0001.CDS.100691.101038.fwd	PATRIC	CDS	100691	101038	348	+	PLF_570_00004884	PGF_00026827	115	ORF2	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.131	PATRIC.573.39891.573.39891.con.0001.CDS.101243.101545.fwd	PATRIC	CDS	101243	101545	303	+	PLF_570_00006123	PGF_01958627	100	hypothetical protein	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.132	PATRIC.573.39891.573.39891.con.0001.CDS.101695.102339.fwd	PATRIC	CDS	101695	102339	645	+	PLF_570_00129551	PGF_08238808	214	FIG00731930: hypothetical protein	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.133	PATRIC.573.39891.573.39891.con.0001.CDS.102336.102440.fwd	PATRIC	CDS	102336	102440	105	+			34	hypothetical protein	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.134	PATRIC.573.39891.573.39891.con.0001.CDS.102425.103075.fwd	PATRIC	CDS	102425	103075	651	+	PLF_570_00006777	PGF_00067359	216	YihA	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.135	PATRIC.573.39891.573.39891.con.0001.CDS.103072.103380.fwd	PATRIC	CDS	103072	103380	309	+	PLF_570_00018923	PGF_01952063	102	hypothetical protein	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.136	PATRIC.573.39891.573.39891.con.0001.CDS.103475.104032.fwd	PATRIC	CDS	103475	104032	558	+	PLF_570_00004015	PGF_00424315	185	Endonuclease	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.137	PATRIC.573.39891.573.39891.con.0001.CDS.104165.104419.fwd	PATRIC	CDS	104165	104419	255	+	PLF_570_00006126	PGF_10437721	84	hypothetical protein	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.2	PATRIC.573.39891.573.39891.con.0001.CDS.1042.1212.rev	PATRIC	CDS	1042	1212	171	-	PLF_570_00119815		56	hypothetical protein	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.14	PATRIC.573.39891.573.39891.con.0001.CDS.11823.12371.rev	PATRIC	CDS	11823	12371	549	-	PLF_570_00004071	PGF_00020929	182	"ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), glycerol fermentation"	"GO:0008817|cob(I)yrinic acid a,c-diamide adenosyltransferase activity"
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.15	PATRIC.573.39891.573.39891.con.0001.CDS.12466.12714.fwd	PATRIC	CDS	12466	12714	249	+			82	hypothetical protein	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.16	PATRIC.573.39891.573.39891.con.0001.CDS.12808.13971.rev	PATRIC	CDS	12808	13971	1164	-	PLF_570_00066408	PGF_03572345	387	Alcohol dehydrogenase (EC 1.1.1.1)	GO:0004022|alcohol dehydrogenase (NAD) activity
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.17	PATRIC.573.39891.573.39891.con.0001.CDS.14009.14437.rev	PATRIC	CDS	14009	14437	429	-	PLF_570_00003568	PGF_00013175	142	Hypothetical protein PA1329	
pVA32-104	573.39891	573.39891.con.0001	fig|573.39891.peg.18	PATRIC.573.39891.573.39891.con.0001.CDS.14831.16498.fwd	PATRIC	CDS	14831	16498	1668	+	PLF_570_00004135	PGF_00008522	555	Glycerol dehydratase large subunit (EC 4.2.1.30)	GO:0046405|glycerol dehydratase activity
